Skin_Type,Product_Name,Concern,product_url,product_pic,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Gender_Target,Packaging_Type,Ingredients,Cruelty_Free,Country_of_Origin
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,Yves Saint Laurent,Concealer,Weekly,123.32,3.4,8185.0,50ml,Male,Bottle,Shea Butter,False,Australia
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,Make Up For Ever,Face Mask,Daily,93.92,4.5,8571.0,50ml,Unisex,Spray,Hyaluronic Acid,False,Australia
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,Farsali,CC Cream,Weekly,32.56,2.7,3259.0,30ml,Female,Stick,Salicylic Acid,False,Japan
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,Rare Beauty,Bronzer,Weekly,106.93,2.8,8049.0,200ml,Male,Bottle,Hyaluronic Acid,False,South Korea
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,Juvia’s Place,Highlighter,Daily,43.27,3.6,2242.0,200ml,Female,Jar,Aloe Vera,True,Italy
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,Sisley,Exfoliator,Daily,83.04,3.0,4965.0,30ml,Female,Stick,Hyaluronic Acid,True,France
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,KVD Beauty,Highlighter,Weekly,124.39,3.9,5878.0,50ml,Female,Stick,Salicylic Acid,False,UK
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,Kiehl’s,Blush,Monthly,55.92,4.9,1890.0,100ml,Unisex,Tube,Salicylic Acid,True,Germany
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,Milk Makeup,Setting Spray,Daily,81.74,1.4,2571.0,250ml,Female,Spray,Retinol,True,Australia
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,Clinique,Lipstick,Occasional,42.92,1.3,8311.0,200ml,Female,Bottle,Hyaluronic Acid,True,Australia
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,RMS Beauty,Concealer,Occasional,73.91,1.2,8958.0,30ml,Male,Jar,Glycerin,False,Australia
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,Pat McGrath Labs,Bronzer,Daily,13.0,4.9,7326.0,200ml,Unisex,Spray,Glycerin,True,Japan
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,Bobby Brown,Cleanser,Occasional,14.78,3.0,6756.0,100ml,Female,Jar,Salicylic Acid,True,Germany
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,Charlotte Tilbury,Lip Gloss,Monthly,36.48,3.8,8060.0,30ml,Unisex,Bottle,Glycerin,False,South Korea
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,ColourPop,CC Cream,Weekly,62.78,2.8,7164.0,100ml,Female,Compact,Shea Butter,False,France
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,Tarte,Cleanser,Occasional,147.47,3.5,143.0,100ml,Female,Compact,Retinol,False,South Korea
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,Laura Mercier,Eye Shadow,Daily,102.17,4.9,975.0,30ml,Unisex,Spray,Glycerin,False,UK
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,Laura Mercier,Cleanser,Monthly,59.46,5.0,705.0,50ml,Unisex,Tube,Hyaluronic Acid,True,Australia
Sensitive,Perfect Lip Gloss,General skincare,No URL available,No Image,Tarte,Eyeliner,Daily,131.59,2.8,5308.0,30ml,Male,Bottle,Glycerin,False,France
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,ColourPop,Lipstick,Monthly,109.48,2.4,6509.0,150ml,Unisex,Bottle,Salicylic Acid,True,France
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Too Faced,Eyeliner,Weekly,93.33,1.9,8957.0,250ml,Male,Compact,Glycerin,False,Italy
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,ColourPop,Mascara,Occasional,108.46,1.5,2809.0,50ml,Male,Tube,Vitamin C,True,France
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,NARS,Bronzer,Weekly,148.75,3.6,8681.0,50ml,Female,Bottle,Glycerin,True,USA
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Clinique,Foundation,Monthly,124.75,1.6,7146.0,150ml,Male,Compact,Shea Butter,False,Germany
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,NARS,Primer,Weekly,78.12,1.2,5221.0,150ml,Female,Jar,Glycerin,False,UK
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,KVD Beauty,Lipstick,Monthly,111.33,2.6,1006.0,150ml,Male,Spray,Shea Butter,True,UK
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Danessa Myricks,Blush,Monthly,26.39,4.3,6795.0,250ml,Male,Compact,Vitamin C,True,Japan
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Natasha Denona,Face Oil,Occasional,11.51,1.3,9245.0,100ml,Unisex,Compact,Hyaluronic Acid,False,Japan
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,IT Cosmetics,Face Mask,Weekly,49.54,2.1,1497.0,250ml,Female,Compact,Shea Butter,True,France
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,KVD Beauty,Setting Spray,Daily,142.9,1.3,4302.0,250ml,Male,Compact,Retinol,False,France
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Yves Saint Laurent,Powder,Occasional,133.21,1.8,5341.0,200ml,Male,Tube,Retinol,False,Australia
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Drunk Elephant,BB Cream,Monthly,137.33,1.4,1188.0,100ml,Unisex,Stick,Aloe Vera,False,USA
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Tarte,Face Mask,Occasional,108.76,4.9,9612.0,250ml,Unisex,Compact,Vitamin C,False,South Korea
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Yves Saint Laurent,Concealer,Daily,134.07,1.9,6866.0,200ml,Unisex,Stick,Retinol,False,Australia
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Natasha Denona,Bronzer,Daily,97.93,3.6,691.0,100ml,Unisex,Compact,Vitamin C,False,USA
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Bourjois,Mascara,Monthly,23.72,1.3,9666.0,150ml,Female,Bottle,Hyaluronic Acid,False,Germany
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Make Up For Ever,Exfoliator,Monthly,38.06,3.8,1928.0,50ml,Male,Bottle,Glycerin,True,France
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Laura Mercier,Mascara,Monthly,70.26,4.5,1513.0,50ml,Unisex,Spray,Glycerin,False,UK
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Too Faced,Foundation,Monthly,25.3,2.2,7533.0,30ml,Female,Stick,Glycerin,False,France
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Bite Beauty,Eyeliner,Occasional,61.89,3.8,9354.0,100ml,Male,Tube,Shea Butter,False,Italy
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Hourglass,Concealer,Daily,107.05,1.6,7419.0,200ml,Female,Spray,Glycerin,False,South Korea
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,E.l.f.,Lip Liner,Occasional,123.63,4.9,4246.0,200ml,Male,Stick,Glycerin,True,USA
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Tarte,Lip Gloss,Daily,113.71,4.5,5685.0,150ml,Female,Stick,Aloe Vera,False,USA
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Drunk Elephant,Powder,Weekly,87.44,2.0,444.0,100ml,Unisex,Compact,Vitamin C,True,Germany
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Anastasia Beverly Hills,Makeup Remover,Occasional,69.22,2.3,7201.0,150ml,Female,Spray,Glycerin,False,France
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Make Up For Ever,Contour,Weekly,131.65,2.6,1897.0,150ml,Female,Bottle,Vitamin C,False,South Korea
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Danessa Myricks,Eyeliner,Weekly,14.8,1.3,6820.0,200ml,Female,Spray,Glycerin,False,Germany
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Sisley,CC Cream,Daily,78.62,1.8,5826.0,50ml,Unisex,Bottle,Salicylic Acid,True,UK
Combination,Perfect Lip Liner,General skincare,No URL available,No Image,Tatcha,Powder,Weekly,83.4,1.4,7201.0,200ml,Unisex,Compact,Hyaluronic Acid,True,Germany
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Huda Beauty,Lip Gloss,Weekly,62.28,3.7,7809.0,150ml,Male,Jar,Glycerin,False,UK
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Hourglass,Setting Spray,Weekly,51.03,4.0,3838.0,150ml,Unisex,Jar,Hyaluronic Acid,True,Germany
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Bobby Brown,Setting Spray,Occasional,103.22,2.7,4068.0,200ml,Female,Tube,Aloe Vera,True,Australia
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Anastasia Beverly Hills,Lip Gloss,Weekly,90.15,2.9,1370.0,50ml,Unisex,Stick,Retinol,False,UK
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,RMS Beauty,Lip Gloss,Daily,81.91,5.0,1194.0,200ml,Female,Bottle,Hyaluronic Acid,True,France
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Make Up For Ever,Foundation,Monthly,129.67,1.4,838.0,100ml,Female,Jar,Retinol,False,Germany
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Charlotte Tilbury,Foundation,Monthly,51.66,4.4,1748.0,100ml,Female,Stick,Hyaluronic Acid,True,France
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Becca,Highlighter,Occasional,42.4,1.3,2569.0,100ml,Male,Stick,Glycerin,False,Japan
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Bourjois,CC Cream,Occasional,71.83,1.9,7176.0,50ml,Male,Stick,Vitamin C,True,Italy
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Farsali,Mascara,Occasional,129.72,4.5,1151.0,50ml,Male,Stick,Shea Butter,True,South Korea
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Laura Mercier,Mascara,Weekly,77.79,2.8,396.0,200ml,Female,Bottle,Salicylic Acid,False,Australia
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Bourjois,Makeup Remover,Daily,115.68,3.5,3228.0,100ml,Unisex,Compact,Glycerin,True,South Korea
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,E.l.f.,Bronzer,Weekly,52.76,4.5,2623.0,50ml,Unisex,Tube,Aloe Vera,True,South Korea
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Tarte,CC Cream,Monthly,137.45,4.0,1280.0,250ml,Male,Stick,Vitamin C,True,France
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Huda Beauty,Eyeliner,Daily,60.55,2.4,3427.0,50ml,Unisex,Jar,Vitamin C,True,UK
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Rare Beauty,Makeup Remover,Occasional,123.06,3.2,6622.0,250ml,Unisex,Jar,Shea Butter,True,USA
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Bourjois,CC Cream,Monthly,75.82,3.6,6849.0,100ml,Male,Spray,Vitamin C,True,Italy
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Juvia’s Place,Foundation,Daily,39.09,4.3,1289.0,30ml,Male,Spray,Salicylic Acid,True,South Korea
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Bourjois,Highlighter,Occasional,89.51,3.1,3626.0,250ml,Female,Bottle,Vitamin C,True,UK
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Drunk Elephant,Bronzer,Occasional,126.64,4.2,3758.0,150ml,Unisex,Compact,Glycerin,False,Australia
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Bourjois,Primer,Weekly,59.03,4.4,3936.0,50ml,Male,Spray,Salicylic Acid,True,UK
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Natasha Denona,Face Mask,Daily,123.7,3.9,2717.0,30ml,Unisex,Stick,Retinol,True,Italy
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Juvia’s Place,Setting Spray,Weekly,95.61,1.8,2936.0,50ml,Female,Bottle,Retinol,True,Australia
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Huda Beauty,Contour,Occasional,131.67,3.5,5520.0,250ml,Female,Stick,Hyaluronic Acid,False,USA
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Tarte,Lip Gloss,Daily,29.29,1.2,5313.0,50ml,Unisex,Bottle,Vitamin C,False,Japan
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Morphe,Mascara,Daily,92.25,1.9,2968.0,100ml,Unisex,Compact,Shea Butter,False,South Korea
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,IT Cosmetics,Eye Shadow,Daily,128.6,1.7,3144.0,100ml,Male,Tube,Vitamin C,False,USA
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Drunk Elephant,Concealer,Occasional,51.68,3.1,9337.0,30ml,Male,Spray,Hyaluronic Acid,True,Japan
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,NARS,Concealer,Occasional,29.94,4.2,6099.0,30ml,Unisex,Bottle,Glycerin,False,Japan
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Laura Mercier,Eye Shadow,Monthly,54.66,1.8,571.0,30ml,Female,Bottle,Aloe Vera,True,France
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,KVD Beauty,Lipstick,Monthly,53.59,4.4,8291.0,100ml,Female,Bottle,Shea Butter,False,USA
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Huda Beauty,Mascara,Weekly,77.3,5.0,6813.0,200ml,Male,Bottle,Retinol,False,Italy
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Kylie Cosmetics,Primer,Occasional,88.22,2.2,9209.0,50ml,Unisex,Stick,Shea Butter,True,Germany
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Urban Decay,Makeup Remover,Daily,25.26,1.6,8524.0,50ml,Unisex,Tube,Glycerin,False,USA
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Rare Beauty,Eyeliner,Occasional,119.0,1.0,4266.0,250ml,Unisex,Stick,Vitamin C,True,Japan
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Milk Makeup,CC Cream,Monthly,89.87,2.5,8475.0,250ml,Female,Tube,Shea Butter,True,USA
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Fenty Beauty,Bronzer,Daily,11.0,3.8,6519.0,100ml,Female,Spray,Aloe Vera,True,Japan
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Bourjois,Moisturizer,Daily,28.22,4.5,7711.0,100ml,Female,Compact,Retinol,False,Italy
Dry,Perfect Lip Liner,General skincare,No URL available,No Image,Natasha Denona,Serum,Occasional,28.24,4.6,7594.0,250ml,Male,Tube,Retinol,True,France
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Laura Mercier,Concealer,Monthly,39.89,4.6,3914.0,200ml,Male,Stick,Aloe Vera,False,South Korea
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Morphe,Lipstick,Monthly,23.24,2.9,7651.0,150ml,Female,Tube,Hyaluronic Acid,False,Japan
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Natasha Denona,Contour,Daily,103.95,4.4,8952.0,30ml,Male,Spray,Vitamin C,True,Japan
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Clinique,Cleanser,Occasional,16.13,2.6,381.0,30ml,Female,Bottle,Salicylic Acid,True,Italy
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Too Faced,Face Oil,Occasional,69.41,1.1,2730.0,200ml,Male,Compact,Hyaluronic Acid,False,Australia
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Urban Decay,Blush,Weekly,78.05,4.9,7984.0,30ml,Female,Compact,Salicylic Acid,True,Italy
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Bite Beauty,Moisturizer,Weekly,35.58,1.7,3006.0,30ml,Male,Stick,Vitamin C,True,Japan
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Urban Decay,Eyeliner,Weekly,120.07,4.8,3539.0,30ml,Female,Tube,Salicylic Acid,True,USA
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Perricone MD,Moisturizer,Monthly,34.16,2.6,4262.0,30ml,Male,Jar,Retinol,False,Australia
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Anastasia Beverly Hills,Powder,Weekly,117.54,3.7,5512.0,30ml,Unisex,Tube,Vitamin C,True,Japan
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Ilia Beauty,Primer,Weekly,60.51,4.1,8860.0,30ml,Male,Bottle,Salicylic Acid,False,South Korea
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Natasha Denona,Eyeliner,Monthly,138.12,4.3,5864.0,250ml,Unisex,Stick,Vitamin C,False,Italy
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Fenty Beauty,Concealer,Weekly,118.13,1.7,8243.0,100ml,Female,Compact,Shea Butter,False,USA
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Kiehl’s,Face Oil,Occasional,100.57,3.4,6749.0,100ml,Male,Compact,Salicylic Acid,False,Japan
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Ilia Beauty,Blush,Weekly,99.68,2.6,4736.0,100ml,Female,Stick,Vitamin C,False,Australia
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Fenty Beauty,Face Mask,Daily,142.17,1.4,3065.0,250ml,Female,Bottle,Salicylic Acid,False,Australia
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Anastasia Beverly Hills,Blush,Weekly,18.25,2.7,9471.0,30ml,Unisex,Bottle,Aloe Vera,False,Australia
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Tatcha,Face Mask,Weekly,80.73,3.9,8109.0,100ml,Female,Stick,Salicylic Acid,True,Germany
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Kylie Cosmetics,Lipstick,Daily,64.81,4.3,2173.0,30ml,Male,Stick,Aloe Vera,True,France
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Urban Decay,Eyeliner,Daily,119.6,3.8,634.0,200ml,Male,Jar,Hyaluronic Acid,True,France
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Clinique,Lip Liner,Monthly,89.08,1.6,847.0,50ml,Unisex,Tube,Glycerin,True,USA
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,E.l.f.,Blush,Daily,96.05,3.4,3342.0,50ml,Unisex,Spray,Salicylic Acid,False,Japan
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Patrick Ta,Lipstick,Weekly,43.85,4.0,1502.0,250ml,Unisex,Jar,Vitamin C,True,Germany
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Laura Mercier,Bronzer,Weekly,60.58,3.5,294.0,200ml,Male,Bottle,Glycerin,False,France
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,RMS Beauty,Lip Liner,Daily,48.4,2.4,6868.0,30ml,Female,Compact,Aloe Vera,True,Australia
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Huda Beauty,Face Mask,Monthly,97.34,4.3,1521.0,100ml,Male,Bottle,Salicylic Acid,False,Italy
Normal,Perfect Lip Liner,General skincare,No URL available,No Image,Clinique,Highlighter,Monthly,70.38,5.0,3176.0,250ml,Male,Compact,Salicylic Acid,True,South Korea
Oily,Perfect Lip Liner,General skincare,No URL available,No Image,Charlotte Tilbury,Face Oil,Monthly,147.41,4.5,2448.0,30ml,Female,Stick,Retinol,True,France
Oily,Perfect Lip Liner,General skincare,No URL available,No Image,Laura Mercier,Eye Shadow,Occasional,130.07,1.9,4783.0,30ml,Unisex,Stick,Shea Butter,False,Australia
Oily,Perfect Lip Liner,General skincare,No URL available,No Image,Huda Beauty,Face Mask,Weekly,112.76,4.7,4808.0,200ml,Male,Bottle,Salicylic Acid,True,Australia
Oily,Perfect Lip Liner,General skincare,No URL available,No Image,Patrick Ta,Lip Gloss,Monthly,35.83,1.3,6028.0,150ml,Female,Stick,Retinol,False,Italy
Oily,Perfect Lip Liner,General skincare,No URL available,No Image,Kylie Cosmetics,Serum,Weekly,26.11,1.6,1146.0,250ml,Unisex,Bottle,Glycerin,True,Japan
Oily,Perfect Lip Liner,General skincare,No URL available,No Image,Clinique,Bronzer,Weekly,119.89,4.7,2940.0,150ml,Male,Jar,Vitamin C,False,USA
Oily,Perfect Lip Liner,General skincare,No URL available,No Image,KVD Beauty,Setting Spray,Monthly,118.68,3.2,1802.0,100ml,Unisex,Tube,Vitamin C,True,USA
Oily,Perfect Lip Liner,General skincare,No URL available,No Image,Charlotte Tilbury,Concealer,Occasional,109.1,3.6,4936.0,250ml,Female,Compact,Hyaluronic Acid,True,Italy
Oily,Perfect Lip Liner,General skincare,No URL available,No Image,IT Cosmetics,Serum,Daily,72.22,1.7,4456.0,150ml,Male,Spray,Hyaluronic Acid,False,France
